season,team_id,team_name,seed,offense_rating,defense_rating,efficiency_margin,recent_form,strength_of_schedule,kenpom_torvik_rating,ap_rank_week6,ap_top12_flag,data_source,_rating_zscore,team_rating,_champion_zscore,champion_profile_score,profile_score
1990,1431,T1431,11,76.88,83.12,-6.25,0.4,0.6875,,,,proxy,-0.2717423091906016,0.5706840351865277,-0.3339094050312085,0.5132962053993206,0.3881
1990,1155,T1155,5,70.33,76.33,-6.0,0.3333,0.6042,,,,proxy,-0.2915194536944206,0.5632393936766528,0.0333032201030318,0.6474245389993302,0.3671
1990,1462,T1462,6,73.8,81.6,-7.8,0.25,0.775,,,,proxy,-0.3190556190051025,0.5528740510330225,-0.1257539077982694,0.5893272241131491,0.322
1990,1114,T1114,16,75.67,79.67,-4.0,0.0,0.7917,,,,proxy,-0.3439455630540723,0.5435048162271766,-0.7326839437014422,0.3676395457613301,0.3827
1990,1208,T1208,7,68.0,71.67,-3.67,0.0,0.5833,,,,proxy,-0.3811621369260735,0.5294955111604457,-0.1434294199697228,0.58287105449693,0.3877
1990,1140,T1140,12,84.33,90.67,-6.33,0.3333,0.5417,,,,proxy,-0.4224687631291252,0.5139466019635321,-0.4240486667601579,0.4803718772577722,0.4107
1990,1123,T1123,12,63.67,77.0,-13.33,0.5,0.8125,,,,proxy,-0.5236800652592143,0.4758479845943441,-0.6171086332901117,0.4098546623715192,0.2911
1990,1333,T1333,5,73.67,81.0,-7.33,0.0,0.5833,,,,proxy,-0.5516314642045219,0.4653263370022396,-0.1414393959142541,0.5835979320390253,0.3032
1990,1412,T1412,10,65.8,73.2,-7.4,0.0,0.6625,,,,proxy,-0.5565540490352399,0.4634733455676285,-0.4704236738610899,0.4634329105736537,0.3246
1990,1258,T1258,11,105.67,119.33,-13.67,0.3333,0.7708,,,,proxy,-0.6289934481083311,0.4362052352908499,-0.6094803334706796,0.4126409803599262,0.3962
1990,1222,T1222,8,55.0,66.0,-11.0,0.0,0.75,,,,proxy,-0.6693270836546934,0.4210225855724021,-0.4739625359677349,0.4621403033899247,0.3091
1990,1247,T1247,4,63.5,74.5,-11.0,0.0,0.6562,,,,proxy,-0.6889676720346734,0.4136293474078263,-0.2117362848502789,0.5579212425003497,0.2673
1990,1364,T1364,9,82.0,92.0,-10.0,0.0,0.625,,,,proxy,-0.703162930083899,0.40828587594276,-0.4905197372942915,0.4560926087547005,0.3555
1990,1225,T1225,13,56.0,68.0,-12.0,0.0,0.8125,,,,proxy,-0.7314449959566202,0.3976397565527533,-0.831801082945838,0.3314359519628028,0.3005
1990,1131,T1131,16,69.0,85.0,-16.0,0.0,0.9375,,,,proxy,-0.8815911819912194,0.3411207515524755,-1.161303419426917,0.2110817040843144,0.2182
1990,1419,T1419,15,51.0,74.0,-23.0,,0.8125,,,,proxy,-1.114468362435289,0.2534596069468049,-1.1877558569039903,0.2014196687521651,0.2202
1990,1352,T1352,15,60.0,94.0,-34.0,0.0,1.0,,,,proxy,-1.7877992764650803,0.0,-1.7391967294695347,0.0,0.1255
1991,1371,T1371,3,77.25,69.5,7.75,0.75,0.7031,,,,proxy,0.830136239550693,1.0,0.8662408648419619,0.911953847851849,0.7756
1991,1424,T1424,1,81.36,73.0,8.36,0.8333,0.517,,,,proxy,0.8248685732737002,0.9974743304613812,1.0683693190543295,1.0,0.7968
1991,1163,T1163,11,74.75,63.75,11.0,0.75,0.5469,,,,proxy,0.8121273385289103,0.9913653351706464,0.4596220200386269,0.7348326957836446,0.7765
1991,1112,T1112,2,77.31,67.92,9.38,0.7,0.5577,,,,proxy,0.8098737579787185,0.9902848187808168,0.972264055938515,0.958137024044904,0.7868
1991,1181,T1181,2,77.48,70.59,6.89,0.8125,0.5833,,,,proxy,0.7476820491348826,0.9604659775099512,0.9242829945460016,0.9372367116764312,0.7593
1991,1242,T1242,3,70.5,63.17,7.33,0.875,0.5451,,,,proxy,0.7394470526361627,0.9565175725211438,0.870309663336053,0.9137261962956486,0.7039
1991,1393,T1393,2,79.84,72.58,7.26,0.6667,0.5526,,,,proxy,0.6806085468384511,0.9283064797949024,0.8912456189481345,0.9228457947231492,0.7507
1991,1314,T1314,1,80.57,74.95,5.62,0.7,0.5774,,,,proxy,0.6367109591865567,0.907259056871493,0.9110589148618016,0.931476368154133,0.7211
1991,1400,T1400,5,87.5,85.83,1.67,0.6667,0.7708,,,,proxy,0.512350066443118,0.8476321742860456,0.5229862743752681,0.7624338507017764,0.6262
1991,1104,T1104,4,73.0,67.08,5.92,0.5,0.6106,,,,proxy,0.5038968047466409,0.8435791184457362,0.6175956862243978,0.803645241264154,0.6578
1991,1231,T1231,2,83.5,77.0,6.5,0.4,0.526,,,,proxy,0.4940561823654058,0.8388608696269202,0.7745938814787734,0.8720328764450402,0.6845
1991,1116,T1116,1,82.7,80.1,2.6,0.625,0.5813,,,,proxy,0.4391538334664128,0.8125370322915031,0.7787586334287815,0.873847021738332,0.6547
1991,1207,T1207,8,68.6,63.7,4.9,0.625,0.5781,,,,proxy,0.4297343796176179,0.8080207196768949,0.3512599489461502,0.6876307150646274,0.6243
1991,1437,T1437,9,62.46,60.54,1.92,0.6,0.8173,,,,proxy,0.3702847176173507,0.7795165980222882,0.1396626687615666,0.5954599892859959,0.5742
1991,1234,T1234,7,85.73,83.64,2.09,0.6,0.6136,,,,proxy,0.3671362257896933,0.7780070016500888,0.375728933384803,0.69828928332604,0.6262
1991,1417,T1417,4,77.86,75.57,2.29,0.6,0.5982,,,,proxy,0.3664171249121125,0.7776622168656706,0.5428374471704617,0.771080923114493,0.6458
1991,1210,T1210,8,74.38,71.31,3.06,0.625,0.5391,,,,proxy,0.3259009784218017,0.7582360817174086,0.3080758054443103,0.6688199163378148,0.6184
1991,1277,T1277,5,74.71,73.43,1.29,0.6667,0.5893,,,,proxy,0.3154296296622194,0.7532154207264411,0.4533862738039138,0.7321164356515508,0.5684
1991,1345,T1345,7,80.67,77.11,3.56,0.6,0.3958,,,,proxy,0.2835506637969229,0.7379305243843327,0.4084625407124398,0.7125478803274244,0.6507
1991,1326,T1326,1,76.83,76.83,0.0,0.5,0.6771,,,,proxy,0.2647367348852228,0.7289098756462825,0.6079289153332306,0.7994344438087359,0.5314
1991,1301,T1301,6,72.62,70.38,2.23,0.5,0.5673,,,,proxy,0.2453049410176673,0.7195929813573705,0.3499109586121761,0.6870431015658041,0.5618
1991,1177,T1177,9,70.18,68.82,1.36,0.5,0.6534,,,,proxy,0.2104807239978795,0.7028959357382719,0.1131515629612973,0.583911883087876,0.5363
1991,1385,T1385,4,71.42,68.92,2.5,0.3333,0.5469,,,,proxy,0.1742488694563724,0.6855239750765192,0.4185523100721367,0.7169429338177671,0.5459
1991,1396,T1396,10,63.18,61.82,1.36,0.6,0.5568,,,,proxy,0.1588173194099678,0.6781250637111377,0.0574025984761191,0.5596279106591019,0.5468
1991,1438,T1438,7,77.38,79.12,-1.75,0.6667,0.5547,,,,proxy,0.1124200261640785,0.6558791156833871,0.2232191256697485,0.6318567674959985,0.5213
1991,1261,T1261,6,73.71,74.21,-0.5,0.25,0.7455,,,,proxy,0.0814207521726408,0.6410160021293949,0.1553053058984582,0.6022738444392443,0.4904
1991,1256,T1256,12,77.83,80.17,-2.33,0.5,0.7604,,,,proxy,0.0749587071346918,0.6379176679807765,-0.1847466624856239,0.4541488935841499,0.5049
1991,1338,T1338,6,81.0,80.0,1.0,0.3333,0.4792,,,,proxy,0.0652140303603178,0.6332454218667394,0.2751100324512725,0.6544601891240655,0.5303
1991,1329,T1329,3,,,,,,,,,proxy,0.0591879794533037,0.6303561323002215,0.3551278767198224,0.6893155652188812,0.5
1991,1293,T1293,13,69.0,70.33,-1.33,0.3333,0.8542,,,,proxy,0.0555171944895637,0.6285961138635502,-0.315317051486897,0.3972730797317828,0.4768
1991,1375,T1375,13,84.0,87.5,-3.5,0.5,0.7812,,,,proxy,0.0392050425515027,0.6207749833869997,-0.2659222154107962,0.418789225340456,0.499
1991,1280,T1280,5,,,,,,,,,proxy,0.0376650778339205,0.6200366218862468,0.2259904670035233,0.6330639500358285,0.5
1991,1448,T1448,5,,,,,,,,,proxy,0.0376650778339205,0.6200366218862468,0.2259904670035233,0.6330639500358285,0.5
1991,1113,T1113,8,,,,,,,,,proxy,0.0053807254048457,0.6045573562652848,0.0322843524290747,0.5486865272612496,0.5
1991,1389,T1389,12,,,,,,,,,proxy,-0.0376650778339205,0.5839183354373357,-0.2259904670035233,0.4361832968951442,0.5
1991,1453,T1453,12,,,,,,,,,proxy,-0.0376650778339205,0.5839183354373357,-0.2259904670035233,0.4361832968951442,0.5
1991,1296,T1296,13,,,,,,,,,proxy,-0.0484265286436121,0.5787585802303484,-0.2905591718616729,0.4080574893036178,0.5
1991,1336,T1336,13,,,,,,,,,proxy,-0.0484265286436121,0.5787585802303484,-0.2905591718616729,0.4080574893036178,0.5
1991,1307,T1307,14,,,,,,,,,proxy,-0.0591879794533037,0.5735988250233611,-0.3551278767198224,0.3799316817120915,0.5
1991,1157,T1157,15,,,,,,,,,proxy,-0.0699494302629953,0.5684390698163737,-0.4196965815779719,0.3518058741205652,0.5
1991,1384,T1384,15,,,,,,,,,proxy,-0.0699494302629953,0.5684390698163737,-0.4196965815779719,0.3518058741205652,0.5
1991,1209,T1209,16,,,,,,,,,proxy,-0.0807108810726869,0.5632793146093864,-0.4842652864361215,0.3236800665290388,0.5
1991,1285,T1285,16,,,,,,,,,proxy,-0.0807108810726869,0.5632793146093864,-0.4842652864361215,0.3236800665290388,0.5
1991,1435,T1435,9,72.25,77.25,-5.0,0.5,0.6406,,,,proxy,-0.1457351538470631,0.5321023538109413,-0.114177443751123,0.4848884952591616,0.398
1991,1343,T1343,8,56.5,59.0,-2.5,0.0,0.9062,,,,proxy,-0.1535694877838912,0.5283460531003139,-0.2202597670157074,0.4386795613869931,0.4472
1991,1462,T1462,14,77.38,82.5,-5.12,0.4,0.6953,,,,proxy,-0.2011874372861504,0.5055148412836813,-0.4583841819637075,0.3349537472733946,0.4369
1991,1425,T1425,10,55.0,58.0,-3.0,,0.5,,,,proxy,-0.2493280537866926,0.4824330281481742,-0.2064254731022471,0.4447057112010465,0.4265
1991,1140,T1140,10,75.0,80.25,-5.25,0.3333,0.5938,,,,proxy,-0.2784511974351474,0.4684694562524012,-0.2412997132498243,0.4295146651603013,0.3832
1991,1428,T1428,4,72.0,84.0,-12.0,,0.875,,,,proxy,-0.3678181948815097,0.4256209743366153,-0.079867077778828,0.4998339205058293,0.2669
1991,1337,T1337,14,63.0,72.0,-9.0,,0.8125,,,,proxy,-0.387459884133012,0.4162034422415752,-0.6530152847161002,0.250173404236214,0.3497
1991,1304,T1304,3,59.0,67.0,-8.0,,0.5625,,,,proxy,-0.3957573958602037,0.4122250632946716,0.0770963517156717,0.5682064118941432,0.3834
1991,1190,T1190,10,77.0,85.5,-8.5,0.0,0.9062,,,,proxy,-0.4229599795216211,0.3991823355832647,-0.4836655327972511,0.3239413162395023,0.3638
1991,1350,T1350,15,56.6,66.8,-10.2,0.5,0.825,,,,proxy,-0.4475619269505026,0.3873865258366941,-0.7624402553733661,0.2025084297384914,0.3833
1991,1318,T1318,16,75.33,86.67,-11.33,,0.8542,,,,proxy,-0.4589299534885271,0.3819359378853078,-0.815584647836057,0.1793589959646847,0.3208
1991,1309,T1309,14,79.5,90.0,-10.5,,0.6875,,,,proxy,-0.4829756224477509,0.3704068450323151,-0.6373999348668418,0.2569753731823075,0.3627
1991,1406,T1406,16,68.0,77.0,-9.0,0.0,1.0,,,,proxy,-0.4924027162457802,0.3658868693179501,-0.9285667432243008,0.1301445555766002,0.3079
1991,1208,T1208,11,73.0,78.75,-5.75,0.0,0.5469,,,,proxy,-0.5345881104983602,0.3456603857793611,-0.4633644432020858,0.3327843701788115,0.3398
1991,1199,T1199,7,90.5,99.5,-9.0,0.0,0.5,,,,proxy,-0.6291908325526238,0.300301549285395,-0.2501644544921365,0.4256532278420573,0.3972
1991,1353,T1353,9,73.0,87.0,-14.0,0.0,0.8125,,,,proxy,-0.7999708867314538,0.2184182336078087,-0.6407211875171012,0.2555286520004399,0.2398
1991,1185,T1185,12,90.0,108.0,-18.0,0.0,0.9375,,,,proxy,-0.9003565832911019,0.170286654540029,-0.9095271031707766,0.1384381283520459,0.3722
1991,1166,T1166,11,69.0,85.0,-16.0,0.0,0.875,,,,proxy,-0.909591096532134,0.1658590147522322,-0.861455133889024,0.1593780397461907,0.2075
1991,1379,T1379,11,63.0,79.0,-16.0,0.0,0.8125,,,,proxy,-0.9768991216931796,0.1335870711789761,-0.8873975192247088,0.148077665361732,0.2153
1991,1419,T1419,15,57.0,74.5,-17.5,0.0,0.875,,,,proxy,-1.088647688779421,0.08000737629459,-1.2273409338168673,0.0,0.2369
1991,1308,T1308,6,92.0,111.0,-19.0,0.0,0.375,,,,proxy,-1.2555151873074055,0.0,-0.5506182187925681,0.2947770582885781,0.3251
1992,1181,T1181,1,78.45,70.27,8.18,0.8824,0.5928,,,,proxy,0.8966335840902082,1.0,1.0892554978906503,1.0,0.8209
1992,1371,T1371,4,76.33,69.17,7.17,0.8,0.6771,,,,proxy,0.8100673503003715,0.9697639989411064,0.8180317328625784,0.9078390347469568,0.7768
1992,1242,T1242,1,71.71,64.29,7.42,0.75,0.6068,,,,proxy,0.7772566157030139,0.9583038098743476,0.992365693236032,0.967077155207162,0.7348
1992,1112,T1112,3,78.19,69.06,9.12,0.625,0.543,,,,proxy,0.7715612273589263,0.9563145149672742,0.904748626162845,0.9373051568969484,0.8048
1992,1163,T1163,9,73.0,64.0,9.0,0.7143,0.5714,,,,proxy,0.7484815093350479,0.9482531918848452,0.5315286503233774,0.8104862064206776,0.7668
1992,1314,T1314,4,81.46,74.12,7.35,0.7273,0.5505,,,,proxy,0.7191524536269924,0.93800908952967,0.8119927005205639,0.9057869909307492,0.7645
1992,1116,T1116,3,86.79,80.71,6.07,0.7273,0.5804,,,,proxy,0.6865043193018193,0.926605693761946,0.8375303678022307,0.9144646083465604,0.7081
1992,1328,T1328,4,85.5,77.9,7.6,0.6,0.5344,,,,proxy,0.6711779987220249,0.9212524904979036,0.7864064175170937,0.8970928540486317,0.7383
1992,1257,T1257,8,82.43,74.71,7.71,0.6,0.5893,,,,proxy,0.6611225040856659,0.9177402902650648,0.5251316301729971,0.8083125194956353,0.7655
1992,1393,T1393,6,79.3,72.6,6.7,0.625,0.5312,,,,proxy,0.5909751205558383,0.8932390930911674,0.6133630065209441,0.8382932581266682,0.7348
1992,1231,T1231,2,81.87,75.73,6.13,0.5714,0.5292,,,,proxy,0.5790632230583954,0.88907848531631,0.8352301119128855,0.9136829887747316,0.6875
1992,1276,T1276,6,83.41,80.12,3.29,0.875,0.5551,,,,proxy,0.5382635849597374,0.8748279184757977,0.5737078965360587,0.8248185789699789,0.658
1992,1104,T1104,5,75.25,70.75,4.5,0.5714,0.6211,,,,proxy,0.4899873571967269,0.8579659157080031,0.5569533036635825,0.8191254220617362,0.6802
1992,1207,T1207,6,68.0,63.45,4.55,0.625,0.5938,,,,proxy,0.4735322436252105,0.8522184457120172,0.4956044540112841,0.7982792797609889,0.6489
1992,1329,T1329,2,67.67,63.33,4.33,0.6667,0.4375,,,,proxy,0.4268059657534584,0.8358978120728267,0.7593727955052034,0.8879069160146108,0.6247
1992,1210,T1210,7,74.33,70.89,3.44,0.625,0.5625,,,,proxy,0.3935886795254479,0.8242956219625112,0.4011155368145169,0.7661722488241252,0.6566
1992,1385,T1385,7,73.0,70.19,2.81,0.6667,0.5938,,,,proxy,0.3929749762048231,0.8240812666251021,0.3868489080358762,0.7613244941334171,0.6433
1992,1400,T1400,8,84.25,83.0,1.25,0.625,0.7188,,,,proxy,0.3749406161596756,0.8177821947404988,0.2709943113184512,0.721957473837925,0.6185
1992,1396,T1396,11,66.4,63.0,3.4,0.6,0.5833,,,,proxy,0.3284956529897946,0.8015598191778269,0.1119355606849031,0.6679098206434725,0.5996
1992,1246,T1246,2,73.73,71.09,2.64,,0.5682,,,,proxy,0.2838767754027491,0.7859752618867721,0.6027093636079979,0.8346731844424292,0.5919
1992,1277,T1277,5,74.11,73.0,1.11,0.6,0.5833,,,,proxy,0.2767758880955918,0.7834950519164557,0.4240425258667277,0.7739627661527929,0.5751
1992,1417,T1417,1,76.75,75.38,1.38,0.5,0.5547,,,,proxy,0.2748422231950743,0.7828196581581742,0.6634933133237088,0.8553273755569598,0.5629
1992,1326,T1326,1,77.44,77.67,-0.22,0.6,0.6111,,,,proxy,0.2663617136522336,0.7798575713918746,0.6354321196211378,0.8457922719589624,0.5592
1992,1281,T1281,5,79.57,76.86,2.71,0.5,0.4286,,,,proxy,0.2399503680629789,0.7706325717789507,0.4677144164839267,0.7888023344822489,0.612
1992,1234,T1234,9,83.77,82.92,0.85,0.5,0.625,,,,proxy,0.2189267210429518,0.7632893966663242,0.1430399100581545,0.6784789787757256,0.5743
1992,1177,T1177,5,70.17,70.33,-0.17,0.3333,0.6458,,,,proxy,0.0971460640392393,0.7207536421011382,0.263964136805663,0.7195686430917368,0.5045
1992,1452,T1452,12,68.25,68.5,-0.25,0.5,0.5938,,,,proxy,0.0626531013528292,0.7087058815523465,-0.1356345070102504,0.5837863058615542,0.5098
1992,1448,T1448,9,79.5,80.5,-1.0,0.5,0.5625,,,,proxy,0.059601637391445,0.7076400610409496,0.0555549174165896,0.6487518589336738,0.5166
1992,1269,T1269,3,,,,,,,,,proxy,0.0591879794533037,0.7074955778942527,0.3551278767198224,0.7505457894553557,0.5
1992,1153,T1153,4,,,,,,,,,proxy,0.0484265286436121,0.7037368000910388,0.2905591718616729,0.7286055506851652,0.5
1992,1261,T1261,7,72.93,74.53,-1.6,0.25,0.7208,,,,proxy,0.0026000513705464,0.6877304503321048,0.0519670242302045,0.6475327043391351,0.4701
1992,1275,T1275,13,73.5,75.0,-1.5,,0.6875,,,,proxy,-0.0067665281769412,0.6844588755307381,-0.2796522980950303,0.5348495224693958,0.498
1992,1272,T1272,6,68.8,66.3,2.5,0.0,0.5125,,,,proxy,-0.0073151477074743,0.6842672527699928,0.1847270881762117,0.69264414816506,0.5137
1992,1408,T1408,10,,,,,,,,,proxy,-0.0161421762145373,0.6811841332717552,-0.0968530572872243,0.5969641180640229,0.5
1992,1191,T1191,8,83.5,88.5,-5.0,0.5,0.7812,,,,proxy,-0.0212629565397027,0.6793955384287595,-0.035444908466847,0.6178304100318478,0.4748
1992,1174,T1174,13,,,,,,,,,proxy,-0.0484265286436121,0.6699077998621135,-0.2905591718616729,0.5311434017534518,0.5
1992,1418,T1418,13,,,,,,,,,proxy,-0.0484265286436121,0.6699077998621135,-0.2905591718616729,0.5311434017534518,0.5
1992,1200,T1200,14,,,,,,,,,proxy,-0.0591879794533037,0.6661490220588995,-0.3551278767198224,0.5092031629832614,0.5
1992,1183,T1183,15,,,,,,,,,proxy,-0.0699494302629953,0.6623902442556856,-0.4196965815779719,0.487262924213071,0.5
1992,1144,T1144,16,,,,,,,,,proxy,-0.0807108810726869,0.6586314664524716,-0.4842652864361215,0.4653226854428806,0.5
1992,1224,T1224,16,,,,,,,,,proxy,-0.0807108810726869,0.6586314664524716,-0.4842652864361215,0.4653226854428806,0.5
1992,1150,T1150,7,92.0,98.0,-6.0,,0.8125,,,,proxy,-0.0847477831461184,0.6572214504448067,-0.0317181202084991,0.6190967607262551,0.4722
1992,1204,T1204,15,73.0,79.0,-6.0,,0.9375,,,,proxy,-0.1416047836608219,0.6373623408069572,-0.5964959284034419,0.4271870733455912,0.3788
1992,1290,T1290,16,78.0,85.0,-7.0,,1.0,,,,proxy,-0.1602702771161456,0.6308428255736839,-0.6898034671407256,0.3954814710193212,0.3843
1992,1140,T1140,10,70.33,74.17,-3.83,0.3333,0.6562,,,,proxy,-0.1674178492791874,0.6283463094376703,-0.2105794067885993,0.5583202693449889,0.4154
1992,1247,T1247,13,70.25,72.75,-2.5,0.3333,0.5781,,,,proxy,-0.169163689523782,0.6277365193939868,-0.3491507404047718,0.5112341747280732,0.4254
1992,1343,T1343,11,53.67,56.0,-2.33,0.0,0.7708,,,,proxy,-0.2260078454788242,0.6078818961257356,-0.3766303980282506,0.5018966752241458,0.4383
